Kolom1;Light;Temperature;Humidity;Soil_humidity;Plant Type;Time;Waterneed;Kolom2
462;591.0;18.6;53.0;73.0;Sanseveria;Wed Apr 10 10:11:15 2024;4,00;
463;591.0;18.7;53.0;73.0;Sanseveria;Wed Apr 10 10:11:15 2024;4,00;
465;591.0;19.0;53.0;73.0;Sanseveria;Wed Apr 10 10:11:16 2024;4,00;
470;592.0;19.0;53.0;73.0;Sanseveria;Wed Apr 10 10:11:19 2024;4,00;
471;593.0;19.3;53.0;73.0;Sanseveria;Wed Apr 10 10:11:19 2024;4,00;
473;593.0;19.4;54.0;73.0;Sanseveria;Wed Apr 10 10:11:20 2024;4,00;
475;594.0;19.4;54.0;73.0;Sanseveria;Wed Apr 10 10:11:22 2024;4,00;
477;595.0;19.4;54.0;73.0;Sanseveria;Wed Apr 10 10:11:23 2024;4,00;
478;596.0;19.4;54.0;73.0;Sanseveria;Wed Apr 10 10:11:23 2024;4,00;
479;596.0;19.6;54.0;73.0;Sanseveria;Wed Apr 10 10:11:24 2024;4,00;
480;597.0;19.8;54.0;73.0;Sanseveria;Wed Apr 10 10:11:24 2024;4,00;
481;598.0;19.8;54.0;73.0;Sanseveria;Wed Apr 10 10:11:25 2024;4,00;
482;599.0;19.8;54.0;73.0;Sanseveria;Wed Apr 10 10:11:25 2024;4,00;
483;600.0;19.8;54.0;73.0;Sanseveria;Wed Apr 10 10:11:26 2024;4,00;
484;601.0;19.8;54.0;73.0;Sanseveria;Wed Apr 10 10:11:26 2024;4,00;
485;602.0;19.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:27 2024;4,00;
486;603.0;19.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:27 2024;4,00;
487;605.0;19.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:28 2024;4,00;
488;608.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:28 2024;4,00;
489;612.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:29 2024;4,00;
490;617.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:29 2024;4,00;
491;624.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:30 2024;4,00;
492;632.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:30 2024;4,00;
493;642.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:31 2024;4,00;
494;653.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:32 2024;4,20;
495;664.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:32 2024;4,20;
496;674.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:33 2024;4,20;
497;684.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:33 2024;4,20;
498;693.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:34 2024;4,20;
499;700.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:34 2024;4,20;
500;706.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:35 2024;4,20;
501;710.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:35 2024;4,20;
502;714.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:36 2024;4,20;
503;717.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:36 2024;4,20;
504;719.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:37 2024;4,20;
505;721.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:37 2024;4,00;
506;723.0;21.0;54.0;73.0;Sanseveria;Wed Apr 10 10:11:38 2024;4,20;
507;724.0;21.0;54.0;73.0;Sanseveria;Wed Apr 10 10:11:38 2024;4,20;
508;725.0;21.0;54.0;73.0;Sanseveria;Wed Apr 10 10:11:39 2024;4,20;
510;727.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:40 2024;4,20;
512;728.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:41 2024;4,20;
513;729.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:41 2024;4,20;
514;730.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:42 2024;4,20;
515;730.0;21.3;55.0;73.0;Sanseveria;Wed Apr 10 10:11:43 2024;4,20;
519;730.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:45 2024;4,20;
521;729.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:46 2024;4,20;
522;728.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:46 2024;4,20;
523;726.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:47 2024;4,20;
524;725.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:47 2024;4,20;
525;724.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:48 2024;4,20;
528;724.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:49 2024;4,20;
529;723.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:50 2024;4,20;
530;721.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:50 2024;4,20;
531;720.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:51 2024;4,20;
532;719.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:51 2024;4,20;
533;717.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:52 2024;4,20;
534;716.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:52 2024;4,20;
535;714.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:53 2024;4,20;
536;713.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:54 2024;4,20;
537;711.0;22.1;55.0;73.0;Sanseveria;Wed Apr 10 10:11:54 2024;4,00;
538;709.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:55 2024;4,00;
539;707.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:55 2024;4,00;
540;706.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:56 2024;4,00;
541;704.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:56 2024;4,00;
542;702.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:57 2024;4,00;
543;700.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:57 2024;4,00;
544;698.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:58 2024;4,00;
545;696.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:58 2024;4,00;
546;695.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:59 2024;4,00;
547;693.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:59 2024;4,00;
548;691.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:12:00 2024;4,00;
549;690.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:12:00 2024;4,00;
550;688.0;22.3;55.0;74.0;Sanseveria;Wed Apr 10 10:12:01 2024;4,00;
551;687.0;22.6;55.0;73.0;Sanseveria;Wed Apr 10 10:12:01 2024;3,80;
552;685.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:02 2024;3,80;
553;684.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:02 2024;3,80;
554;682.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:03 2024;3,70;
555;681.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:03 2024;3,80;
556;679.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:04 2024;3,80;
557;677.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:05 2024;3,80;
558;675.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:05 2024;3,80;
559;672.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:06 2024;3,80;
560;670.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:06 2024;3,80;
561;667.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:07 2024;3,80;
562;664.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:07 2024;3,80;
563;661.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:08 2024;3,80;
564;659.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:08 2024;3,80;
565;657.0;22.7;54.0;74.0;Sanseveria;Wed Apr 10 10:12:09 2024;3,80;
566;655.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:09 2024;3,80;
567;653.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:10 2024;3,80;
570;650.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:11 2024;3,80;
575;649.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:14 2024;3,80;
578;649.0;23.0;54.0;73.0;Sanseveria;Wed Apr 10 10:12:16 2024;3,80;
579;650.0;23.0;54.0;73.0;Sanseveria;Wed Apr 10 10:12:16 2024;3,80;
580;651.0;23.0;54.0;73.0;Sanseveria;Wed Apr 10 10:12:17 2024;3,80;
581;652.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:17 2024;3,80;
582;653.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:18 2024;3,80;
583;654.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:18 2024;3,80;
584;656.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:19 2024;3,80;
585;657.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:19 2024;3,80;
587;658.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:20 2024;3,80;
588;660.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:21 2024;3,80;
589;661.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:21 2024;3,80;
590;662.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:22 2024;3,80;
597;664.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:26 2024;3,80;
598;663.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:26 2024;3,80;
602;663.0;23.8;54.0;74.0;Sanseveria;Wed Apr 10 10:12:28 2024;3,80;
605;662.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:30 2024;3,80;
606;661.0;23.8;53.0;73.0;Sanseveria;Wed Apr 10 10:12:30 2024;3,60;
613;658.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:34 2024;3,60;
614;659.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:34 2024;3,60;
615;660.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:35 2024;3,60;
616;661.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:35 2024;3,60;
617;663.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:36 2024;3,60;
621;666.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:38 2024;3,60;
622;665.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:39 2024;3,60;
623;664.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:39 2024;3,60;
624;662.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:40 2024;3,60;
625;660.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:40 2024;3,60;
626;658.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:41 2024;3,40;
627;655.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:41 2024;3,40;
628;653.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:42 2024;3,40;
629;650.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:42 2024;3,40;
630;648.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:43 2024;3,40;
631;646.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:43 2024;3,40;
632;644.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:44 2024;3,40;
633;642.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:44 2024;3,40;
634;640.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:45 2024;3,40;
635;639.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:45 2024;3,40;
636;637.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:46 2024;3,40;
637;635.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:46 2024;3,40;
638;634.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:47 2024;3,40;
639;632.0;24.4;52.0;74.0;Sanseveria;Wed Apr 10 10:12:48 2024;3,40;
640;631.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:48 2024;3,40;
641;630.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:49 2024;3,40;
642;628.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:49 2024;3,40;
643;627.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:50 2024;3,40;
644;625.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:50 2024;3,40;
645;623.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:51 2024;3,40;
646;622.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:51 2024;3,40;
647;621.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:52 2024;3,40;
654;619.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:55 2024;3,40;
656;618.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:56 2024;3,40;
658;620.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:57 2024;3,40;
662;621.0;24.5;51.0;74.0;Sanseveria;Wed Apr 10 10:13:00 2024;3,40;
664;621.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:01 2024;3,40;
665;620.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:01 2024;3,40;
666;619.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:02 2024;3,40;
667;618.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:02 2024;3,40;
668;616.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:03 2024;3,40;
669;615.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:03 2024;3,40;
670;612.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:04 2024;3,40;
671;610.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:04 2024;3,40;
672;607.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:05 2024;3,40;
673;605.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:05 2024;3,40;
674;602.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:06 2024;3,40;
675;600.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:06 2024;3,40;
676;598.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:07 2024;3,40;
677;597.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:07 2024;3,40;
678;596.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:08 2024;3,40;
679;595.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:08 2024;3,40;
680;594.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:09 2024;3,40;
681;593.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:10 2024;3,40;
682;592.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:10 2024;3,40;
684;590.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:11 2024;3,40;
685;589.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:12 2024;3,40;
686;588.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:12 2024;3,40;
687;587.0;24.9;50.0;74.0;Sanseveria;Wed Apr 10 10:13:13 2024;3,40;
688;768.0;24.5;48.0;81.0;Sanseveria;Wed Apr 10 10:13:37 2024;3,40;
689;769.0;24.5;48.0;68.0;Sanseveria;Wed Apr 10 10:13:38 2024;3,40;
690;774.0;24.5;48.0;55.0;Sanseveria;Wed Apr 10 10:13:38 2024;3,20;
691;776.0;24.5;48.0;5.0;Sanseveria;Wed Apr 10 10:13:39 2024;1,00;
693;770.0;24.5;48.0;10.0;Sanseveria;Wed Apr 10 10:13:40 2024;1,20;
694;771.0;24.5;48.0;10.0;Sanseveria;Wed Apr 10 10:13:40 2024;1,20;
695;771.0;24.5;48.0;9.0;Sanseveria;Wed Apr 10 10:13:41 2024;1,20;
696;767.0;24.5;48.0;17.0;Sanseveria;Wed Apr 10 10:13:41 2024;2,00;
698;766.0;24.5;48.0;17.0;Sanseveria;Wed Apr 10 10:13:42 2024;2,00;
700;768.0;24.5;48.0;15.0;Sanseveria;Wed Apr 10 10:13:43 2024;1,50;
705;767.0;24.5;48.0;16.0;Sanseveria;Wed Apr 10 10:13:46 2024;1,50;
707;766.0;24.5;48.0;16.0;Sanseveria;Wed Apr 10 10:13:47 2024;1,50;
708;767.0;24.5;48.0;15.0;Sanseveria;Wed Apr 10 10:13:48 2024;1,50;
709;768.0;24.1;48.0;13.0;Sanseveria;Wed Apr 10 10:13:48 2024;1,50;
710;774.0;24.1;48.0;5.0;Sanseveria;Wed Apr 10 10:13:49 2024;1,00;
711;773.0;24.1;48.0;8.0;Sanseveria;Wed Apr 10 10:13:49 2024;1,00;
712;771.0;24.1;48.0;10.0;Sanseveria;Wed Apr 10 10:13:50 2024;1,20;
713;767.0;24.1;48.0;16.0;Sanseveria;Wed Apr 10 10:13:50 2024;1,40;
714;766.0;24.1;48.0;17.0;Sanseveria;Wed Apr 10 10:13:51 2024;1,50;
717;766.0;24.1;48.0;18.0;Sanseveria;Wed Apr 10 10:13:52 2024;1,50;
718;494.0;23.0;46.0;10.0;Sanseveria;Wed Apr 10 10:14:20 2024;1,00;
719;495.0;23.0;46.0;11.0;Sanseveria;Wed Apr 10 10:14:21 2024;1,20;
720;486.0;23.0;45.0;18.0;Sanseveria;Wed Apr 10 10:14:21 2024;1,80;
721;487.0;23.0;45.0;32.0;Sanseveria;Wed Apr 10 10:14:22 2024;2,30;
722;486.0;23.0;45.0;48.0;Sanseveria;Wed Apr 10 10:14:22 2024;2,30;
723;486.0;23.0;45.0;22.0;Sanseveria;Wed Apr 10 10:14:23 2024;2,00;
724;486.0;23.0;45.0;19.0;Sanseveria;Wed Apr 10 10:14:23 2024;2,00;
725;506.0;23.0;45.0;19.0;Sanseveria;Wed Apr 10 10:14:24 2024;2,00;
726;505.0;22.9;45.0;30.0;Sanseveria;Wed Apr 10 10:14:24 2024;2,50;
728;504.0;22.6;45.0;32.0;Sanseveria;Wed Apr 10 10:14:25 2024;2,50;
729;504.0;22.6;44.0;33.0;Sanseveria;Wed Apr 10 10:14:26 2024;2,50;
730;505.0;22.6;44.0;34.0;Sanseveria;Wed Apr 10 10:14:26 2024;2,50;
731;504.0;22.6;44.0;35.0;Sanseveria;Wed Apr 10 10:14:27 2024;2,50;
732;504.0;22.6;44.0;34.0;Sanseveria;Wed Apr 10 10:14:27 2024;2,50;
733;508.0;22.6;44.0;33.0;Sanseveria;Wed Apr 10 10:14:28 2024;2,50;
734;505.0;22.6;44.0;35.0;Sanseveria;Wed Apr 10 10:14:28 2024;2,50;
736;506.0;22.6;44.0;33.0;Sanseveria;Wed Apr 10 10:14:29 2024;2,50;
737;506.0;22.6;44.0;34.0;Sanseveria;Wed Apr 10 10:14:30 2024;2,00;
739;506.0;22.2;44.0;34.0;Sanseveria;Wed Apr 10 10:14:31 2024;2,00;
742;507.0;22.2;44.0;34.0;Sanseveria;Wed Apr 10 10:14:33 2024;2,50;
743;507.0;22.2;44.0;35.0;Sanseveria;Wed Apr 10 10:14:33 2024;2,50;
744;504.0;22.2;44.0;40.0;Sanseveria;Wed Apr 10 10:14:34 2024;2,50;
745;498.0;22.2;44.0;45.0;Sanseveria;Wed Apr 10 10:14:34 2024;3,00;
747;496.0;22.2;44.0;45.0;Sanseveria;Wed Apr 10 10:14:35 2024;3,00;
748;497.0;21.9;43.0;45.0;Sanseveria;Wed Apr 10 10:14:36 2024;3,00;
749;499.0;21.8;43.0;45.0;Sanseveria;Wed Apr 10 10:14:36 2024;3,00;
751;500.0;21.8;43.0;44.0;Sanseveria;Wed Apr 10 10:14:37 2024;3,00;
752;501.0;21.8;43.0;45.0;Sanseveria;Wed Apr 10 10:14:38 2024;3,00;
753;502.0;21.8;43.0;44.0;Sanseveria;Wed Apr 10 10:14:38 2024;3,00;
754;537.0;21.8;43.0;34.0;Sanseveria;Wed Apr 10 10:14:39 2024;3,00;
755;526.0;21.8;43.0;34.0;Sanseveria;Wed Apr 10 10:14:39 2024;3,00;
756;508.0;21.8;43.0;41.0;Sanseveria;Wed Apr 10 10:14:40 2024;3,00;
757;512.0;21.8;43.0;39.0;Sanseveria;Wed Apr 10 10:14:40 2024;3,00;
758;509.0;21.5;43.0;42.0;Sanseveria;Wed Apr 10 10:14:41 2024;3,00;
760;510.0;21.4;43.0;41.0;Sanseveria;Wed Apr 10 10:14:42 2024;3,00;
761;510.0;21.4;43.0;42.0;Sanseveria;Wed Apr 10 10:14:43 2024;3,00;
762;531.0;21.4;43.0;21.0;Sanseveria;Wed Apr 10 10:14:43 2024;3,00;
763;510.0;21.4;43.0;37.0;Sanseveria;Wed Apr 10 10:14:44 2024;3,00;
764;509.0;21.4;43.0;40.0;Sanseveria;Wed Apr 10 10:14:44 2024;3,00;
767;508.0;21.4;43.0;42.0;Sanseveria;Wed Apr 10 10:14:46 2024;3,00;
768;509.0;21.3;43.0;43.0;Sanseveria;Wed Apr 10 10:14:46 2024;3,00;
769;509.0;21.0;43.0;42.0;Sanseveria;Wed Apr 10 10:14:47 2024;3,00;
770;510.0;21.0;42.0;43.0;Sanseveria;Wed Apr 10 10:14:47 2024;3,00;
771;510.0;21.0;42.0;44.0;Sanseveria;Wed Apr 10 10:14:48 2024;3,00;
772;514.0;21.0;42.0;43.0;Sanseveria;Wed Apr 10 10:14:48 2024;3,00;
773;518.0;21.0;42.0;23.0;Sanseveria;Wed Apr 10 10:14:49 2024;2,50;
774;518.0;21.0;42.0;27.0;Sanseveria;Wed Apr 10 10:14:49 2024;2,90;
775;519.0;21.0;42.0;27.0;Sanseveria;Wed Apr 10 10:14:50 2024;2,90;
776;520.0;21.0;42.0;28.0;Sanseveria;Wed Apr 10 10:14:50 2024;2,90;
777;521.0;21.0;42.0;29.0;Sanseveria;Wed Apr 10 10:14:51 2024;2,90;
778;523.0;21.0;42.0;30.0;Sanseveria;Wed Apr 10 10:14:51 2024;3,10;
779;519.0;20.6;43.0;39.0;Sanseveria;Wed Apr 10 10:14:52 2024;3,50;
780;519.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:53 2024;3,50;
781;521.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:53 2024;3,50;
782;523.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:54 2024;3,50;
783;525.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:54 2024;3,50;
784;527.0;20.6;43.0;42.0;Sanseveria;Wed Apr 10 10:14:55 2024;3,50;
785;529.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:55 2024;3,50;
786;531.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:56 2024;3,50;
787;533.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:56 2024;3,50;
788;534.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:57 2024;3,50;
789;535.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:57 2024;3,50;
790;537.0;20.6;43.0;42.0;Sanseveria;Wed Apr 10 10:14:58 2024;3,50;
791;541.0;20.2;43.0;42.0;Sanseveria;Wed Apr 10 10:14:58 2024;3,50;
792;549.0;20.2;43.0;40.0;Sanseveria;Wed Apr 10 10:14:59 2024;3,00;
793;559.0;20.2;43.0;41.0;Sanseveria;Wed Apr 10 10:14:59 2024;3,00;
794;567.0;20.2;43.0;43.0;Sanseveria;Wed Apr 10 10:15:00 2024;3,00;
795;577.0;20.2;43.0;44.0;Sanseveria;Wed Apr 10 10:15:00 2024;3,50;
796;589.0;20.2;43.0;45.0;Sanseveria;Wed Apr 10 10:15:01 2024;3,50;
797;601.0;20.2;43.0;45.0;Sanseveria;Wed Apr 10 10:15:01 2024;3,50;
798;614.0;20.2;43.0;46.0;Sanseveria;Wed Apr 10 10:15:02 2024;3,50;
799;632.0;20.2;43.0;36.0;Sanseveria;Wed Apr 10 10:15:02 2024;3,90;
800;641.0;20.2;43.0;33.0;Sanseveria;Wed Apr 10 10:15:03 2024;3,40;
801;612.0;20.2;43.0;35.0;Sanseveria;Wed Apr 10 10:15:04 2024;3,50;
802;602.0;20.2;43.0;26.0;Sanseveria;Wed Apr 10 10:15:04 2024;2,60;
803;626.0;19.8;43.0;35.0;Sanseveria;Wed Apr 10 10:15:05 2024;3,60;
804;633.0;19.8;42.0;39.0;Sanseveria;Wed Apr 10 10:15:05 2024;3,70;
805;669.0;19.8;42.0;37.0;Sanseveria;Wed Apr 10 10:15:06 2024;3,70;
806;670.0;19.8;42.0;41.0;Sanseveria;Wed Apr 10 10:15:06 2024;3,70;
807;673.0;19.8;42.0;42.0;Sanseveria;Wed Apr 10 10:15:07 2024;3,70;
810;673.0;19.8;42.0;43.0;Sanseveria;Wed Apr 10 10:15:08 2024;3,70;
811;674.0;19.8;42.0;42.0;Sanseveria;Wed Apr 10 10:15:09 2024;3,70;
812;687.0;19.8;42.0;36.0;Sanseveria;Wed Apr 10 10:15:09 2024;3,40;
813;668.0;19.8;42.0;44.0;Sanseveria;Wed Apr 10 10:15:10 2024;3,70;
814;670.0;19.8;42.0;44.0;Sanseveria;Wed Apr 10 10:15:10 2024;3,70;
815;671.0;19.8;42.0;43.0;Sanseveria;Wed Apr 10 10:15:11 2024;3,70;
816;671.0;19.4;42.0;40.0;Sanseveria;Wed Apr 10 10:15:11 2024;3,70;
817;670.0;19.4;42.0;35.0;Sanseveria;Wed Apr 10 10:15:12 2024;3,50;
818;673.0;19.4;42.0;35.0;Sanseveria;Wed Apr 10 10:15:12 2024;3,20;
819;675.0;19.4;42.0;17.0;Sanseveria;Wed Apr 10 10:15:13 2024;3,20;
820;671.0;19.4;42.0;20.0;Sanseveria;Wed Apr 10 10:15:13 2024;2,00;
821;676.0;19.4;42.0;27.0;Sanseveria;Wed Apr 10 10:15:14 2024;2,20;
822;670.0;19.4;42.0;32.0;Sanseveria;Wed Apr 10 10:15:15 2024;2,30;
823;671.0;19.4;42.0;39.0;Sanseveria;Wed Apr 10 10:15:15 2024;3,00;
824;668.0;19.4;42.0;37.0;Sanseveria;Wed Apr 10 10:15:16 2024;3,50;
825;662.0;19.4;42.0;38.0;Sanseveria;Wed Apr 10 10:15:16 2024;3,50;
828;659.0;19.4;42.0;43.0;Sanseveria;Wed Apr 10 10:15:18 2024;3,50;
829;658.0;19.0;42.0;43.0;Sanseveria;Wed Apr 10 10:15:18 2024;3,50;
830;659.0;19.0;42.0;44.0;Sanseveria;Wed Apr 10 10:15:19 2024;3,60;
831;660.0;19.0;42.0;44.0;Sanseveria;Wed Apr 10 10:15:19 2024;3,60;
832;661.0;19.0;42.0;44.0;Sanseveria;Wed Apr 10 10:15:20 2024;3,60;
833;665.0;19.0;42.0;34.0;Sanseveria;Wed Apr 10 10:15:20 2024;3,60;
