;Light;Temperature;Humidity;Soil_humidity;Plant Type;Time;Waterneed
299;612.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:29 2024;4
300;617.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:29 2024;4
301;624.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:30 2024;4
302;632.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:30 2024;4
303;642.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:31 2024;4
304;653.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:32 2024;4.2
305;664.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:32 2024;4.2
306;674.0;20.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:33 2024;4.2
307;684.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:33 2024;4.2
308;693.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:34 2024;4.2
309;700.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:34 2024;4.2
310;706.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:35 2024;4.2
311;710.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:35 2024;4.2
312;714.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:36 2024;4.2
313;717.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:36 2024;4.2
314;719.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:37 2024;4.2
315;721.0;20.6;55.0;73.0;Sanseveria;Wed Apr 10 10:11:37 2024;4
316;723.0;21.0;54.0;73.0;Sanseveria;Wed Apr 10 10:11:38 2024;4.2
317;724.0;21.0;54.0;73.0;Sanseveria;Wed Apr 10 10:11:38 2024;4.2
318;725.0;21.0;54.0;73.0;Sanseveria;Wed Apr 10 10:11:39 2024;4.2
319;727.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:40 2024;4.2
320;728.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:41 2024;4.2
321;729.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:41 2024;4.2
322;730.0;21.0;55.0;73.0;Sanseveria;Wed Apr 10 10:11:42 2024;4.2
323;730.0;21.3;55.0;73.0;Sanseveria;Wed Apr 10 10:11:43 2024;4.2
324;730.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:45 2024;4.2
325;729.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:46 2024;4.2
326;728.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:46 2024;4.2
327;726.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:47 2024;4.2
328;725.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:47 2024;4.2
329;724.0;21.4;55.0;73.0;Sanseveria;Wed Apr 10 10:11:48 2024;4.2
330;724.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:49 2024;4.2
331;723.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:50 2024;4.2
332;721.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:50 2024;4.2
333;720.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:51 2024;4.2
334;719.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:51 2024;4.2
335;717.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:52 2024;4.2
336;716.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:52 2024;4.2
337;714.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:53 2024;4.2
338;713.0;21.8;55.0;73.0;Sanseveria;Wed Apr 10 10:11:54 2024;4.2
339;711.0;22.1;55.0;73.0;Sanseveria;Wed Apr 10 10:11:54 2024;4
340;709.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:55 2024;4
341;707.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:55 2024;4
342;706.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:56 2024;4
343;704.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:56 2024;4
344;702.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:57 2024;4
345;700.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:57 2024;4
346;698.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:58 2024;4
347;696.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:58 2024;4
348;695.0;22.2;55.0;73.0;Sanseveria;Wed Apr 10 10:11:59 2024;4
349;693.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:11:59 2024;4
350;691.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:12:00 2024;4
351;690.0;22.2;55.0;74.0;Sanseveria;Wed Apr 10 10:12:00 2024;4
352;688.0;22.3;55.0;74.0;Sanseveria;Wed Apr 10 10:12:01 2024;4
353;687.0;22.6;55.0;73.0;Sanseveria;Wed Apr 10 10:12:01 2024;3.8
354;685.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:02 2024;3.8
355;684.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:02 2024;3.8
356;682.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:03 2024;3.7
357;681.0;22.6;55.0;74.0;Sanseveria;Wed Apr 10 10:12:03 2024;3.8
358;679.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:04 2024;3.8
359;677.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:05 2024;3.8
360;675.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:05 2024;3.8
361;672.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:06 2024;3.8
362;670.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:06 2024;3.8
363;667.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:07 2024;3.8
364;664.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:07 2024;3.8
365;661.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:08 2024;3.8
366;659.0;22.6;54.0;74.0;Sanseveria;Wed Apr 10 10:12:08 2024;3.8
367;657.0;22.7;54.0;74.0;Sanseveria;Wed Apr 10 10:12:09 2024;3.8
368;655.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:09 2024;3.8
369;653.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:10 2024;3.8
370;650.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:11 2024;3.8
371;649.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:14 2024;3.8
372;649.0;23.0;54.0;73.0;Sanseveria;Wed Apr 10 10:12:16 2024;3.8
373;650.0;23.0;54.0;73.0;Sanseveria;Wed Apr 10 10:12:16 2024;3.8
374;651.0;23.0;54.0;73.0;Sanseveria;Wed Apr 10 10:12:17 2024;3.8
375;652.0;23.0;54.0;74.0;Sanseveria;Wed Apr 10 10:12:17 2024;3.8
376;653.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:18 2024;3.8
377;654.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:18 2024;3.8
378;656.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:19 2024;3.8
379;657.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:19 2024;3.8
380;658.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:20 2024;3.8
381;660.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:21 2024;3.8
382;661.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:21 2024;3.8
383;662.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:22 2024;3.8
384;664.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:26 2024;3.8
385;663.0;23.4;54.0;74.0;Sanseveria;Wed Apr 10 10:12:26 2024;3.8
386;663.0;23.8;54.0;74.0;Sanseveria;Wed Apr 10 10:12:28 2024;3.8
387;662.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:30 2024;3.8
388;661.0;23.8;53.0;73.0;Sanseveria;Wed Apr 10 10:12:30 2024;3.6
389;658.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:34 2024;3.6
390;659.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:34 2024;3.6
391;660.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:35 2024;3.6
392;661.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:35 2024;3.6
393;663.0;23.8;53.0;74.0;Sanseveria;Wed Apr 10 10:12:36 2024;3.6
394;666.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:38 2024;3.6
395;665.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:39 2024;3.6
396;664.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:39 2024;3.6
397;662.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:40 2024;3.6
398;660.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:40 2024;3.6
399;658.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:41 2024;3.4
400;655.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:41 2024;3.4
401;653.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:42 2024;3.4
402;650.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:42 2024;3.4
403;648.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:43 2024;3.4
404;646.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:43 2024;3.4
405;644.0;24.1;53.0;74.0;Sanseveria;Wed Apr 10 10:12:44 2024;3.4
406;642.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:44 2024;3.4
407;640.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:45 2024;3.4
408;639.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:45 2024;3.4
409;637.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:46 2024;3.4
410;635.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:46 2024;3.4
411;634.0;24.1;52.0;74.0;Sanseveria;Wed Apr 10 10:12:47 2024;3.4
412;632.0;24.4;52.0;74.0;Sanseveria;Wed Apr 10 10:12:48 2024;3.4
413;631.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:48 2024;3.4
414;630.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:49 2024;3.4
415;628.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:49 2024;3.4
416;627.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:50 2024;3.4
417;625.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:50 2024;3.4
418;623.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:51 2024;3.4
419;622.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:51 2024;3.4
420;621.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:52 2024;3.4
421;619.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:55 2024;3.4
422;618.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:56 2024;3.4
423;620.0;24.5;52.0;74.0;Sanseveria;Wed Apr 10 10:12:57 2024;3.4
424;621.0;24.5;51.0;74.0;Sanseveria;Wed Apr 10 10:13:00 2024;3.4
425;621.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:01 2024;3.4
426;620.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:01 2024;3.4
427;619.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:02 2024;3.4
428;618.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:02 2024;3.4
429;616.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:03 2024;3.4
430;615.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:03 2024;3.4
431;612.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:04 2024;3.4
432;610.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:04 2024;3.4
433;607.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:05 2024;3.4
434;605.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:05 2024;3.4
435;602.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:06 2024;3.4
436;600.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:06 2024;3.4
437;598.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:07 2024;3.4
438;597.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:07 2024;3.4
439;596.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:08 2024;3.4
440;595.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:08 2024;3.4
441;594.0;24.8;51.0;74.0;Sanseveria;Wed Apr 10 10:13:09 2024;3.4
442;593.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:10 2024;3.4
443;592.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:10 2024;3.4
444;590.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:11 2024;3.4
445;589.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:12 2024;3.4
446;588.0;24.8;50.0;74.0;Sanseveria;Wed Apr 10 10:13:12 2024;3.4
447;587.0;24.9;50.0;74.0;Sanseveria;Wed Apr 10 10:13:13 2024;3.4
448;768.0;24.5;48.0;81.0;Sanseveria;Wed Apr 10 10:13:37 2024;3.4
449;769.0;24.5;48.0;68.0;Sanseveria;Wed Apr 10 10:13:38 2024;3.4
450;774.0;24.5;48.0;55.0;Sanseveria;Wed Apr 10 10:13:38 2024;3.2
451;776.0;24.5;48.0;5.0;Sanseveria;Wed Apr 10 10:13:39 2024;1
452;770.0;24.5;48.0;10.0;Sanseveria;Wed Apr 10 10:13:40 2024;1.2
453;771.0;24.5;48.0;10.0;Sanseveria;Wed Apr 10 10:13:40 2024;1.2
454;771.0;24.5;48.0;9.0;Sanseveria;Wed Apr 10 10:13:41 2024;1.2
455;767.0;24.5;48.0;17.0;Sanseveria;Wed Apr 10 10:13:41 2024;2
456;766.0;24.5;48.0;17.0;Sanseveria;Wed Apr 10 10:13:42 2024;2
457;768.0;24.5;48.0;15.0;Sanseveria;Wed Apr 10 10:13:43 2024;1.5
458;767.0;24.5;48.0;16.0;Sanseveria;Wed Apr 10 10:13:46 2024;1.5
459;766.0;24.5;48.0;16.0;Sanseveria;Wed Apr 10 10:13:47 2024;1.5
460;767.0;24.5;48.0;15.0;Sanseveria;Wed Apr 10 10:13:48 2024;1.5
461;768.0;24.1;48.0;13.0;Sanseveria;Wed Apr 10 10:13:48 2024;1.5
462;774.0;24.1;48.0;5.0;Sanseveria;Wed Apr 10 10:13:49 2024;1
463;773.0;24.1;48.0;8.0;Sanseveria;Wed Apr 10 10:13:49 2024;1
464;771.0;24.1;48.0;10.0;Sanseveria;Wed Apr 10 10:13:50 2024;1.2
465;767.0;24.1;48.0;16.0;Sanseveria;Wed Apr 10 10:13:50 2024;1.4
466;766.0;24.1;48.0;17.0;Sanseveria;Wed Apr 10 10:13:51 2024;1.5
467;766.0;24.1;48.0;18.0;Sanseveria;Wed Apr 10 10:13:52 2024;1.5
468;494.0;23.0;46.0;10.0;Sanseveria;Wed Apr 10 10:14:20 2024;1
469;495.0;23.0;46.0;11.0;Sanseveria;Wed Apr 10 10:14:21 2024;1.2
470;486.0;23.0;45.0;18.0;Sanseveria;Wed Apr 10 10:14:21 2024;1.8
471;487.0;23.0;45.0;32.0;Sanseveria;Wed Apr 10 10:14:22 2024;2.3
472;486.0;23.0;45.0;48.0;Sanseveria;Wed Apr 10 10:14:22 2024;2.3
473;486.0;23.0;45.0;22.0;Sanseveria;Wed Apr 10 10:14:23 2024;2
474;486.0;23.0;45.0;19.0;Sanseveria;Wed Apr 10 10:14:23 2024;2
475;506.0;23.0;45.0;19.0;Sanseveria;Wed Apr 10 10:14:24 2024;2
476;505.0;22.9;45.0;30.0;Sanseveria;Wed Apr 10 10:14:24 2024;2.5
477;504.0;22.6;45.0;32.0;Sanseveria;Wed Apr 10 10:14:25 2024;2.5
478;504.0;22.6;44.0;33.0;Sanseveria;Wed Apr 10 10:14:26 2024;2.5
479;505.0;22.6;44.0;34.0;Sanseveria;Wed Apr 10 10:14:26 2024;2.5
480;504.0;22.6;44.0;35.0;Sanseveria;Wed Apr 10 10:14:27 2024;2.5
481;504.0;22.6;44.0;34.0;Sanseveria;Wed Apr 10 10:14:27 2024;2.5
482;508.0;22.6;44.0;33.0;Sanseveria;Wed Apr 10 10:14:28 2024;2.5
483;505.0;22.6;44.0;35.0;Sanseveria;Wed Apr 10 10:14:28 2024;2.5
484;506.0;22.6;44.0;33.0;Sanseveria;Wed Apr 10 10:14:29 2024;2.5
485;506.0;22.6;44.0;34.0;Sanseveria;Wed Apr 10 10:14:30 2024;2
486;506.0;22.2;44.0;34.0;Sanseveria;Wed Apr 10 10:14:31 2024;2
487;507.0;22.2;44.0;34.0;Sanseveria;Wed Apr 10 10:14:33 2024;2.5
488;507.0;22.2;44.0;35.0;Sanseveria;Wed Apr 10 10:14:33 2024;2.5
489;504.0;22.2;44.0;40.0;Sanseveria;Wed Apr 10 10:14:34 2024;2.5
490;498.0;22.2;44.0;45.0;Sanseveria;Wed Apr 10 10:14:34 2024;3
491;496.0;22.2;44.0;45.0;Sanseveria;Wed Apr 10 10:14:35 2024;3
492;497.0;21.9;43.0;45.0;Sanseveria;Wed Apr 10 10:14:36 2024;3
493;499.0;21.8;43.0;45.0;Sanseveria;Wed Apr 10 10:14:36 2024;3
494;500.0;21.8;43.0;44.0;Sanseveria;Wed Apr 10 10:14:37 2024;3
495;501.0;21.8;43.0;45.0;Sanseveria;Wed Apr 10 10:14:38 2024;3
496;502.0;21.8;43.0;44.0;Sanseveria;Wed Apr 10 10:14:38 2024;3
497;537.0;21.8;43.0;34.0;Sanseveria;Wed Apr 10 10:14:39 2024;3
498;526.0;21.8;43.0;34.0;Sanseveria;Wed Apr 10 10:14:39 2024;3
499;508.0;21.8;43.0;41.0;Sanseveria;Wed Apr 10 10:14:40 2024;3
500;512.0;21.8;43.0;39.0;Sanseveria;Wed Apr 10 10:14:40 2024;3
501;509.0;21.5;43.0;42.0;Sanseveria;Wed Apr 10 10:14:41 2024;3
502;510.0;21.4;43.0;41.0;Sanseveria;Wed Apr 10 10:14:42 2024;3
503;510.0;21.4;43.0;42.0;Sanseveria;Wed Apr 10 10:14:43 2024;3
504;531.0;21.4;43.0;21.0;Sanseveria;Wed Apr 10 10:14:43 2024;3
505;510.0;21.4;43.0;37.0;Sanseveria;Wed Apr 10 10:14:44 2024;3
506;509.0;21.4;43.0;40.0;Sanseveria;Wed Apr 10 10:14:44 2024;3
507;508.0;21.4;43.0;42.0;Sanseveria;Wed Apr 10 10:14:46 2024;3
508;509.0;21.3;43.0;43.0;Sanseveria;Wed Apr 10 10:14:46 2024;3
509;509.0;21.0;43.0;42.0;Sanseveria;Wed Apr 10 10:14:47 2024;3
510;510.0;21.0;42.0;43.0;Sanseveria;Wed Apr 10 10:14:47 2024;3
511;510.0;21.0;42.0;44.0;Sanseveria;Wed Apr 10 10:14:48 2024;3
512;514.0;21.0;42.0;43.0;Sanseveria;Wed Apr 10 10:14:48 2024;3
513;518.0;21.0;42.0;23.0;Sanseveria;Wed Apr 10 10:14:49 2024;2.5
514;518.0;21.0;42.0;27.0;Sanseveria;Wed Apr 10 10:14:49 2024;2.9
515;519.0;21.0;42.0;27.0;Sanseveria;Wed Apr 10 10:14:50 2024;2.9
516;520.0;21.0;42.0;28.0;Sanseveria;Wed Apr 10 10:14:50 2024;2.9
517;521.0;21.0;42.0;29.0;Sanseveria;Wed Apr 10 10:14:51 2024;2.9
518;523.0;21.0;42.0;30.0;Sanseveria;Wed Apr 10 10:14:51 2024;3.1
519;519.0;20.6;43.0;39.0;Sanseveria;Wed Apr 10 10:14:52 2024;3.5
520;519.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:53 2024;3.5
521;521.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:53 2024;3.5
522;523.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:54 2024;3.5
523;525.0;20.6;43.0;41.0;Sanseveria;Wed Apr 10 10:14:54 2024;3.5
524;527.0;20.6;43.0;42.0;Sanseveria;Wed Apr 10 10:14:55 2024;3.5
525;529.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:55 2024;3.5
526;531.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:56 2024;3.5
527;533.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:56 2024;3.5
528;534.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:57 2024;3.5
529;535.0;20.6;43.0;43.0;Sanseveria;Wed Apr 10 10:14:57 2024;3.5
530;537.0;20.6;43.0;42.0;Sanseveria;Wed Apr 10 10:14:58 2024;3.5
531;541.0;20.2;43.0;42.0;Sanseveria;Wed Apr 10 10:14:58 2024;3.5
532;549.0;20.2;43.0;40.0;Sanseveria;Wed Apr 10 10:14:59 2024;3
533;559.0;20.2;43.0;41.0;Sanseveria;Wed Apr 10 10:14:59 2024;3
534;567.0;20.2;43.0;43.0;Sanseveria;Wed Apr 10 10:15:00 2024;3
535;577.0;20.2;43.0;44.0;Sanseveria;Wed Apr 10 10:15:00 2024;3.5
536;589.0;20.2;43.0;45.0;Sanseveria;Wed Apr 10 10:15:01 2024;3.5
537;601.0;20.2;43.0;45.0;Sanseveria;Wed Apr 10 10:15:01 2024;3.5
538;614.0;20.2;43.0;46.0;Sanseveria;Wed Apr 10 10:15:02 2024;3.5
539;632.0;20.2;43.0;36.0;Sanseveria;Wed Apr 10 10:15:02 2024;3.9
540;641.0;20.2;43.0;33.0;Sanseveria;Wed Apr 10 10:15:03 2024;3.4
541;612.0;20.2;43.0;35.0;Sanseveria;Wed Apr 10 10:15:04 2024;3.5
542;602.0;20.2;43.0;26.0;Sanseveria;Wed Apr 10 10:15:04 2024;2.6
543;626.0;19.8;43.0;35.0;Sanseveria;Wed Apr 10 10:15:05 2024;3.6
544;633.0;19.8;42.0;39.0;Sanseveria;Wed Apr 10 10:15:05 2024;3.7
545;669.0;19.8;42.0;37.0;Sanseveria;Wed Apr 10 10:15:06 2024;3.7
546;670.0;19.8;42.0;41.0;Sanseveria;Wed Apr 10 10:15:06 2024;3.7
547;673.0;19.8;42.0;42.0;Sanseveria;Wed Apr 10 10:15:07 2024;3.7
548;673.0;19.8;42.0;43.0;Sanseveria;Wed Apr 10 10:15:08 2024;3.7
549;674.0;19.8;42.0;42.0;Sanseveria;Wed Apr 10 10:15:09 2024;3.7
550;687.0;19.8;42.0;36.0;Sanseveria;Wed Apr 10 10:15:09 2024;3.4
551;668.0;19.8;42.0;44.0;Sanseveria;Wed Apr 10 10:15:10 2024;3.7
552;670.0;19.8;42.0;44.0;Sanseveria;Wed Apr 10 10:15:10 2024;3.7
553;671.0;19.8;42.0;43.0;Sanseveria;Wed Apr 10 10:15:11 2024;3.7
554;671.0;19.4;42.0;40.0;Sanseveria;Wed Apr 10 10:15:11 2024;3.7
555;670.0;19.4;42.0;35.0;Sanseveria;Wed Apr 10 10:15:12 2024;3.5
556;673.0;19.4;42.0;35.0;Sanseveria;Wed Apr 10 10:15:12 2024;3.2
557;675.0;19.4;42.0;17.0;Sanseveria;Wed Apr 10 10:15:13 2024;3.2
558;671.0;19.4;42.0;20.0;Sanseveria;Wed Apr 10 10:15:13 2024;2
559;676.0;19.4;42.0;27.0;Sanseveria;Wed Apr 10 10:15:14 2024;2.2
560;670.0;19.4;42.0;32.0;Sanseveria;Wed Apr 10 10:15:15 2024;2.3
561;671.0;19.4;42.0;39.0;Sanseveria;Wed Apr 10 10:15:15 2024;3
562;668.0;19.4;42.0;37.0;Sanseveria;Wed Apr 10 10:15:16 2024;3.5
563;662.0;19.4;42.0;38.0;Sanseveria;Wed Apr 10 10:15:16 2024;3.5
564;659.0;19.4;42.0;43.0;Sanseveria;Wed Apr 10 10:15:18 2024;3.5
565;658.0;19.0;42.0;43.0;Sanseveria;Wed Apr 10 10:15:18 2024;3.5
566;659.0;19.0;42.0;44.0;Sanseveria;Wed Apr 10 10:15:19 2024;3.6
567;660.0;19.0;42.0;44.0;Sanseveria;Wed Apr 10 10:15:19 2024;3.6
568;661.0;19.0;42.0;44.0;Sanseveria;Wed Apr 10 10:15:20 2024;3.6
569;665.0;19.0;42.0;34.0;Sanseveria;Wed Apr 10 10:15:20 2024;3.6
570;664.0;19.0;42.0;28.0;Sanseveria;Wed Apr 10 10:15:21 2024;3.6
571;667.0;19.0;42.0;9.0;Sanseveria;Wed Apr 10 10:15:21 2024;3.1
572;685.0;19.0;42.0;3.0;Sanseveria;Wed Apr 10 10:15:22 2024;1
573;670.0;19.0;42.0;5.0;Sanseveria;Wed Apr 10 10:15:22 2024;1
574;676.0;19.0;42.0;1.0;Sanseveria;Wed Apr 10 10:15:25 2024;1
575;673.0;18.6;41.0;4.0;Sanseveria;Wed Apr 10 10:15:27 2024;1
576;669.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:27 2024;1
577;668.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:28 2024;1
578;666.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:28 2024;1
579;665.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:29 2024;1
580;662.0;18.6;41.0;10.0;Sanseveria;Wed Apr 10 10:15:29 2024;1
581;662.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:30 2024;1
582;661.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:30 2024;1
583;660.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:31 2024;1
584;659.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:32 2024;1
585;658.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:32 2024;1
586;657.0;18.2;41.0;9.0;Sanseveria;Wed Apr 10 10:15:33 2024;1
587;655.0;18.2;41.0;10.0;Sanseveria;Wed Apr 10 10:15:33 2024;1
588;651.0;18.2;41.0;11.0;Sanseveria;Wed Apr 10 10:15:34 2024;1
589;649.0;18.2;41.0;10.0;Sanseveria;Wed Apr 10 10:15:34 2024;1
590;657.0;18.2;41.0;6.0;Sanseveria;Wed Apr 10 10:15:35 2024;1
591;644.0;18.2;41.0;11.0;Sanseveria;Wed Apr 10 10:15:35 2024;1
592;645.0;18.2;41.0;8.0;Sanseveria;Wed Apr 10 10:15:36 2024;1
593;641.0;18.2;41.0;10.0;Sanseveria;Wed Apr 10 10:15:37 2024;1
594;639.0;18.2;41.0;11.0;Sanseveria;Wed Apr 10 10:15:37 2024;1
595;637.0;18.2;41.0;8.0;Sanseveria;Wed Apr 10 10:15:38 2024;1
596;628.0;18.2;41.0;16.0;Sanseveria;Wed Apr 10 10:15:38 2024;1
597;625.0;18.2;41.0;15.0;Sanseveria;Wed Apr 10 10:15:39 2024;1
598;834.0;18.2;57.0;77.0;Pancake Plant;Wed Apr 10 10:17:34 2024;6
