Light,Temperature,Humidity,Soil_humidity,Plant Type,Time
666.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:28 2024
665.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:29 2024
662.0,18.6,41.0,10.0,Sanseveria,Wed Apr 10 10:15:29 2024
662.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:30 2024
661.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:30 2024
660.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:31 2024
660.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:31 2024
659.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:32 2024
658.0,18.6,41.0,9.0,Sanseveria,Wed Apr 10 10:15:32 2024
657.0,18.2,41.0,9.0,Sanseveria,Wed Apr 10 10:15:33 2024
655.0,18.2,41.0,10.0,Sanseveria,Wed Apr 10 10:15:33 2024
651.0,18.2,41.0,11.0,Sanseveria,Wed Apr 10 10:15:34 2024
649.0,18.2,41.0,10.0,Sanseveria,Wed Apr 10 10:15:34 2024
657.0,18.2,41.0,6.0,Sanseveria,Wed Apr 10 10:15:35 2024
644.0,18.2,41.0,11.0,Sanseveria,Wed Apr 10 10:15:35 2024
645.0,18.2,41.0,8.0,Sanseveria,Wed Apr 10 10:15:36 2024
641.0,18.2,41.0,10.0,Sanseveria,Wed Apr 10 10:15:37 2024
639.0,18.2,41.0,11.0,Sanseveria,Wed Apr 10 10:15:37 2024
637.0,18.2,41.0,8.0,Sanseveria,Wed Apr 10 10:15:38 2024
628.0,18.2,41.0,16.0,Sanseveria,Wed Apr 10 10:15:38 2024
625.0,18.2,41.0,15.0,Sanseveria,Wed Apr 10 10:15:39 2024
Light,Temperature,Humidity,Soil_humidity,Plant Type,Time
834.0,18.2,57.0,77.0,Pancake Plant,Wed Apr 10 10:17:34 2024
833.0,18.2,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:34 2024
832.0,18.2,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:35 2024
831.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:35 2024
831.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:36 2024
830.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:37 2024
830.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:37 2024
830.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:38 2024
830.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:38 2024
829.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:39 2024
830.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:39 2024
830.0,18.6,57.0,76.0,Pancake Plant,Wed Apr 10 10:17:40 2024
830.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:40 2024
831.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:41 2024
831.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:41 2024
832.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:42 2024
832.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:42 2024
833.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:43 2024
834.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:43 2024
834.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:44 2024
835.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:44 2024
836.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:45 2024
837.0,18.6,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:45 2024
838.0,18.7,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:46 2024
838.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:47 2024
839.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:47 2024
840.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:48 2024
841.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:48 2024
842.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:49 2024
843.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:49 2024
843.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:50 2024
844.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:50 2024
844.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:51 2024
844.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:51 2024
845.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:52 2024
844.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:52 2024
844.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:53 2024
843.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:53 2024
838.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:54 2024
837.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:54 2024
837.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:55 2024
839.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:55 2024
838.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:56 2024
838.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:56 2024
832.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:57 2024
815.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:58 2024
797.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:58 2024
804.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:59 2024
815.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:17:59 2024
814.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:00 2024
804.0,19.0,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:00 2024
780.0,19.2,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:01 2024
777.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:01 2024
761.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:02 2024
750.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:02 2024
751.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:03 2024
735.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:03 2024
771.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:04 2024
775.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:04 2024
775.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:05 2024
775.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:05 2024
775.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:06 2024
774.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:06 2024
774.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:07 2024
773.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:07 2024
768.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:08 2024
750.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:09 2024
748.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:09 2024
752.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:10 2024
767.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:10 2024
765.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:11 2024
736.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:11 2024
725.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:12 2024
695.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:12 2024
658.0,19.4,58.0,77.0,Pancake Plant,Wed Apr 10 10:18:13 2024
653.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:13 2024
650.0,19.4,58.0,76.0,Pancake Plant,Wed Apr 10 10:18:14 2024
685.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:14 2024
687.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:15 2024
684.0,19.8,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:15 2024
682.0,19.8,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:16 2024
682.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:16 2024
682.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:17 2024
686.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:17 2024
689.0,19.8,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:18 2024
694.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:18 2024
699.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:19 2024
703.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:20 2024
707.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:20 2024
665.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:21 2024
668.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:21 2024
671.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:22 2024
675.0,19.8,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:22 2024
679.0,19.8,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:23 2024
701.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:23 2024
737.0,19.8,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:24 2024
740.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:24 2024
743.0,19.8,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:25 2024
744.0,19.8,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:25 2024
746.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:26 2024
746.0,20.2,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:26 2024
747.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:27 2024
748.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:27 2024
748.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:28 2024
749.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:28 2024
749.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:29 2024
750.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:29 2024
750.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:30 2024
751.0,20.2,59.0,76.0,Pancake Plant,Wed Apr 10 10:18:31 2024
751.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:31 2024
751.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:32 2024
751.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:32 2024
751.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:33 2024
750.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:33 2024
749.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:34 2024
746.0,20.2,59.0,77.0,Pancake Plant,Wed Apr 10 10:18:34 2024
744.0,20.2,59.0,80.0,Pancake Plant,Wed Apr 10 10:18:35 2024
741.0,20.2,59.0,80.0,Pancake Plant,Wed Apr 10 10:18:35 2024
737.0,20.3,59.0,79.0,Pancake Plant,Wed Apr 10 10:18:36 2024
733.0,20.6,59.0,62.0,Pancake Plant,Wed Apr 10 10:18:36 2024
729.0,20.6,59.0,65.0,Pancake Plant,Wed Apr 10 10:18:37 2024
724.0,20.6,59.0,65.0,Pancake Plant,Wed Apr 10 10:18:37 2024
719.0,20.6,58.0,58.0,Pancake Plant,Wed Apr 10 10:18:38 2024
714.0,20.6,58.0,62.0,Pancake Plant,Wed Apr 10 10:18:38 2024
710.0,20.6,58.0,62.0,Pancake Plant,Wed Apr 10 10:18:39 2024
705.0,20.6,58.0,57.0,Pancake Plant,Wed Apr 10 10:18:39 2024
702.0,20.6,58.0,58.0,Pancake Plant,Wed Apr 10 10:18:40 2024
697.0,20.6,58.0,63.0,Pancake Plant,Wed Apr 10 10:18:40 2024
694.0,20.6,58.0,62.0,Pancake Plant,Wed Apr 10 10:18:41 2024
689.0,20.6,58.0,73.0,Pancake Plant,Wed Apr 10 10:18:42 2024
684.0,20.6,58.0,62.0,Pancake Plant,Wed Apr 10 10:18:42 2024
678.0,20.6,58.0,68.0,Pancake Plant,Wed Apr 10 10:18:43 2024
671.0,20.6,58.0,71.0,Pancake Plant,Wed Apr 10 10:18:43 2024
663.0,20.6,58.0,71.0,Pancake Plant,Wed Apr 10 10:18:44 2024
655.0,20.6,58.0,68.0,Pancake Plant,Wed Apr 10 10:18:44 2024
647.0,20.6,58.0,67.0,Pancake Plant,Wed Apr 10 10:18:45 2024
639.0,20.6,58.0,68.0,Pancake Plant,Wed Apr 10 10:18:45 2024
633.0,20.6,58.0,62.0,Pancake Plant,Wed Apr 10 10:18:46 2024
626.0,20.6,58.0,62.0,Pancake Plant,Wed Apr 10 10:18:46 2024
619.0,20.8,58.0,62.0,Pancake Plant,Wed Apr 10 10:18:47 2024
616.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:47 2024
612.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:48 2024
615.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:48 2024
610.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:49 2024
503.0,-999.0,-999.0,63.0,Pancake Plant,Wed Apr 10 10:18:49 2024
576.0,-999.0,-999.0,62.0,Pancake Plant,Wed Apr 10 10:18:50 2024
582.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:50 2024
473.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:51 2024
610.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:51 2024
607.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:52 2024
609.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:53 2024
606.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:53 2024
604.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:54 2024
604.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:54 2024
609.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:55 2024
608.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:55 2024
608.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:56 2024
611.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:56 2024
610.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:57 2024
611.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:57 2024
573.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:58 2024
569.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:58 2024
566.0,21.0,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:59 2024
567.0,21.2,57.0,62.0,Pancake Plant,Wed Apr 10 10:18:59 2024
566.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:00 2024
568.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:00 2024
593.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:01 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:01 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:02 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:03 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:03 2024
607.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:04 2024
607.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:04 2024
607.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:05 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:05 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:06 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:06 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:07 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:07 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:08 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:08 2024
608.0,21.4,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:09 2024
608.0,21.8,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:09 2024
607.0,21.8,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:10 2024
606.0,21.8,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:10 2024
605.0,21.8,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:11 2024
606.0,21.8,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:11 2024
606.0,21.8,57.0,62.0,Pancake Plant,Wed Apr 10 10:19:12 2024
607.0,21.8,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:12 2024
606.0,21.8,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:13 2024
607.0,21.8,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:14 2024
607.0,21.8,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:14 2024
608.0,21.8,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:15 2024
608.0,21.8,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:15 2024
609.0,21.9,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:16 2024
609.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:16 2024
609.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:17 2024
608.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:17 2024
606.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:18 2024
605.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:18 2024
605.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:19 2024
605.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:19 2024
605.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:20 2024
606.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:20 2024
607.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:21 2024
606.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:21 2024
607.0,22.2,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:22 2024
608.0,22.4,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:22 2024
609.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:23 2024
610.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:23 2024
613.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:24 2024
616.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:25 2024
620.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:25 2024
625.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:26 2024
629.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:26 2024
633.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:27 2024
637.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:27 2024
641.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:28 2024
644.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:28 2024
645.0,22.6,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:29 2024
642.0,23.0,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:29 2024
637.0,23.0,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:30 2024
633.0,23.0,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:30 2024
630.0,23.0,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:31 2024
629.0,23.0,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:31 2024
626.0,23.0,56.0,62.0,Pancake Plant,Wed Apr 10 10:19:32 2024
622.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:32 2024
618.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:33 2024
614.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:33 2024
611.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:34 2024
609.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:34 2024
608.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:35 2024
607.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:36 2024
607.0,23.0,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:36 2024
606.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:37 2024
605.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:37 2024
605.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:38 2024
605.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:38 2024
606.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:39 2024
606.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:39 2024
607.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:40 2024
609.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:40 2024
611.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:41 2024
610.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:41 2024
612.0,23.4,55.0,62.0,Pancake Plant,Wed Apr 10 10:19:42 2024
613.0,23.4,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:42 2024
615.0,23.4,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:43 2024
616.0,23.4,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:43 2024
617.0,23.4,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:44 2024
619.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:44 2024
620.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:45 2024
622.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:45 2024
624.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:46 2024
625.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:47 2024
627.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:47 2024
626.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:48 2024
622.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:48 2024
585.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:49 2024
559.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:49 2024
561.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:50 2024
790.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:50 2024
799.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:51 2024
703.0,23.8,54.0,62.0,Pancake Plant,Wed Apr 10 10:19:51 2024
587.0,23.8,54.0,63.0,Pancake Plant,Wed Apr 10 10:19:52 2024
609.0,23.8,54.0,63.0,Pancake Plant,Wed Apr 10 10:19:52 2024
603.0,23.8,54.0,63.0,Pancake Plant,Wed Apr 10 10:19:53 2024
585.0,23.8,54.0,63.0,Pancake Plant,Wed Apr 10 10:19:53 2024
589.0,24.1,54.0,63.0,Pancake Plant,Wed Apr 10 10:19:54 2024
560.0,24.1,54.0,63.0,Pancake Plant,Wed Apr 10 10:19:54 2024
592.0,24.1,53.0,36.0,Pancake Plant,Wed Apr 10 10:19:55 2024
632.0,24.1,53.0,44.0,Pancake Plant,Wed Apr 10 10:19:55 2024
616.0,24.1,53.0,55.0,Pancake Plant,Wed Apr 10 10:19:56 2024
582.0,-999.0,-999.0,51.0,Pancake Plant,Wed Apr 10 10:19:57 2024
597.0,-999.0,-999.0,59.0,Pancake Plant,Wed Apr 10 10:19:57 2024
658.0,24.1,53.0,62.0,Pancake Plant,Wed Apr 10 10:19:58 2024
679.0,24.1,53.0,62.0,Pancake Plant,Wed Apr 10 10:19:58 2024
681.0,24.1,53.0,60.0,Pancake Plant,Wed Apr 10 10:19:59 2024
684.0,23.8,52.0,60.0,Pancake Plant,Wed Apr 10 10:19:59 2024
686.0,23.8,52.0,60.0,Pancake Plant,Wed Apr 10 10:20:00 2024
688.0,23.8,52.0,61.0,Pancake Plant,Wed Apr 10 10:20:00 2024
691.0,23.8,52.0,61.0,Pancake Plant,Wed Apr 10 10:20:01 2024
693.0,23.8,52.0,60.0,Pancake Plant,Wed Apr 10 10:20:01 2024
696.0,23.8,52.0,60.0,Pancake Plant,Wed Apr 10 10:20:02 2024
699.0,23.8,52.0,59.0,Pancake Plant,Wed Apr 10 10:20:02 2024
701.0,23.8,52.0,59.0,Pancake Plant,Wed Apr 10 10:20:03 2024
701.0,23.8,52.0,59.0,Pancake Plant,Wed Apr 10 10:20:03 2024
702.0,23.8,52.0,60.0,Pancake Plant,Wed Apr 10 10:20:04 2024
703.0,23.8,52.0,58.0,Pancake Plant,Wed Apr 10 10:20:04 2024
704.0,23.8,52.0,58.0,Pancake Plant,Wed Apr 10 10:20:05 2024
704.0,23.8,51.0,57.0,Pancake Plant,Wed Apr 10 10:20:05 2024
703.0,23.8,51.0,58.0,Pancake Plant,Wed Apr 10 10:20:06 2024
703.0,23.8,51.0,58.0,Pancake Plant,Wed Apr 10 10:20:06 2024
703.0,23.8,51.0,58.0,Pancake Plant,Wed Apr 10 10:20:07 2024
701.0,23.8,51.0,58.0,Pancake Plant,Wed Apr 10 10:20:08 2024
701.0,23.8,51.0,59.0,Pancake Plant,Wed Apr 10 10:20:08 2024
698.0,23.5,51.0,60.0,Pancake Plant,Wed Apr 10 10:20:09 2024
697.0,23.4,51.0,60.0,Pancake Plant,Wed Apr 10 10:20:09 2024
694.0,23.4,51.0,60.0,Pancake Plant,Wed Apr 10 10:20:10 2024
691.0,23.4,51.0,60.0,Pancake Plant,Wed Apr 10 10:20:10 2024
688.0,23.4,50.0,60.0,Pancake Plant,Wed Apr 10 10:20:11 2024
684.0,23.4,50.0,60.0,Pancake Plant,Wed Apr 10 10:20:11 2024
680.0,23.4,50.0,60.0,Pancake Plant,Wed Apr 10 10:20:12 2024
679.0,23.4,50.0,59.0,Pancake Plant,Wed Apr 10 10:20:12 2024
675.0,23.4,50.0,59.0,Pancake Plant,Wed Apr 10 10:20:13 2024
670.0,23.4,50.0,60.0,Pancake Plant,Wed Apr 10 10:20:13 2024
668.0,23.4,50.0,58.0,Pancake Plant,Wed Apr 10 10:20:14 2024
664.0,23.4,50.0,59.0,Pancake Plant,Wed Apr 10 10:20:14 2024
662.0,23.4,50.0,59.0,Pancake Plant,Wed Apr 10 10:20:15 2024
657.0,23.0,50.0,62.0,Pancake Plant,Wed Apr 10 10:20:15 2024
654.0,23.0,50.0,63.0,Pancake Plant,Wed Apr 10 10:20:16 2024
631.0,23.0,49.0,63.0,Pancake Plant,Wed Apr 10 10:20:16 2024
